Index,Date,Open,High,Low,Close,Adj Close,Volume,CloseUSD
N100,2021-05-28,1249.469971,1259.209961,1249.030029,1256.599976,1256.599976,160773400.0,1533.05197072
N100,2021-05-31,1256.079956,1258.880005,1248.140015,1248.930054,1248.930054,91173700.0,1523.6946658799998
N100,2021-06-01,1254.609985,1265.660034,1254.609985,1258.579956,1258.579956,155179900.0,1535.46754632
N100,2021-06-02,1258.48999,1263.709961,1258.23999,1263.619995,1263.619995,148465000.0,1541.6163939
399001.SZ,2021-03-19,13738.20996,13837.23047,13522.94043,13606.0,13606.0,1422500.0,2176.96
399001.SZ,2021-03-22,13605.7002,13797.29981,13565.16992,13760.96973,13760.96973,1489100.0,2201.7551568000003
399001.SZ,2021-03-23,13754.87988,13794.46973,13506.16992,13607.26953,13607.26953,1474000.0,2177.1631248
399001.SZ,2021-03-24,13529.92969,13651.90039,13378.87988,13407.34961,13407.34961,1421100.0,2145.1759376
399001.SZ,2021-03-25,13318.96973,13489.29004,13252.24023,13421.16016,13421.16016,1275400.0,2147.3856256
399001.SZ,2021-03-26,13493.36035,13810.96973,13493.36035,13769.67969,13769.67969,1319600.0,2203.1487504
399001.SZ,2021-03-29,13802.50977,13895.61035,13684.42969,13771.25977,13771.25977,1355200.0,2203.4015632
399001.SZ,2021-03-30,13751.20996,13933.32031,13717.58984,13888.44043,13888.44043,1276200.0,2222.1504688
399001.SZ,2021-03-31,13870.70996,13870.70996,13678.66992,13778.66992,13778.66992,1150700.0,2204.5871872
399001.SZ,2021-04-01,13812.63965,13992.75,13808.32031,13979.69043,13979.69043,1136600.0,2236.7504688000004
399001.SZ,2021-04-02,14042.12988,14178.09961,14008.84961,14122.61035,14122.61035,1227400.0,2259.6176560000004
399001.SZ,2021-04-06,14176.20996,14194.36035,14045.91992,14083.33984,14083.33984,1097700.0,2253.3343744000003
399001.SZ,2021-04-07,14100.84961,14100.84961,13856.96973,13979.30957,13979.30957,1432800.0,2236.6895312
399001.SZ,2021-04-08,13906.82031,14037.4502,13845.12012,13989.94043,13989.94043,1419500.0,2238.3904688
399001.SZ,2021-04-09,13965.20996,13977.28027,13769.19043,13813.30957,13813.30957,1321700.0,2210.1295312
399001.SZ,2021-04-12,13811.58984,13867.16016,13454.26953,13495.71973,13495.71973,1479600.0,2159.3151568000003
399001.SZ,2021-04-13,13490.38965,13671.36035,13484.0,13528.30957,13528.30957,1290200.0,2164.5295312
399001.SZ,2021-04-14,13550.87012,13756.74023,13550.87012,13738.0,13738.0,1236300.0,2198.08
399001.SZ,2021-04-15,13705.12988,13705.12988,13539.07031,13680.26953,13680.26953,1184400.0,2188.8431248
399001.SZ,2021-04-16,13718.23047,13755.4502,13575.62012,13720.74023,13720.74023,1205900.0,2195.3184368
399001.SZ,2021-04-19,13714.38965,14121.20996,13667.75,14117.79981,14117.79981,1524000.0,2258.8479696
399001.SZ,2021-04-20,14062.5,14215.28027,14035.23047,14101.90039,14101.90039,1388500.0,2256.3040624
399001.SZ,2021-04-21,14010.58984,14176.9502,13978.57031,14151.15039,14151.15039,1258600.0,2264.1840624
399001.SZ,2021-04-22,14219.24023,14244.49023,14091.11035,14209.44043,14209.44043,1243000.0,2273.5104688
399001.SZ,2021-04-23,14213.36035,14386.62012,14208.40039,14351.86035,14351.86035,1307200.0,2296.297656
399001.SZ,2021-04-26,14419.84961,14529.42969,14212.21973,14224.4502,14224.4502,1586600.0,2275.912032
399001.SZ,2021-04-27,14211.58008,14266.59961,14106.83008,14264.08008,14264.08008,1285100.0,2282.2528128
399001.SZ,2021-04-28,14238.55957,14398.95996,14190.63965,14398.37988,14398.37988,1250800.0,2303.7407808000003
399001.SZ,2021-04-29,14416.84961,14516.21973,14330.08984,14464.08008,14464.08008,1225200.0,2314.2528128
399001.SZ,2021-04-30,14437.16992,14522.45996,14343.05957,14438.57031,14438.57031,1342800.0,2310.1712496
399001.SZ,2021-05-06,14355.40039,14398.58008,14088.04004,14210.59961,14210.59961,1432900.0,2273.6959376
399001.SZ,2021-05-07,14243.70996,14280.04004,13933.80957,13933.80957,13933.80957,1578100.0,2229.4095312
399001.SZ,2021-05-10,13945.78027,14035.59961,13828.82031,13917.96973,13917.96973,1538200.0,2226.8751568
399001.SZ,2021-05-11,13814.28027,13996.7002,13696.73047,13966.79004,13966.79004,1533800.0,2234.6864064
399001.SZ,2021-05-12,13922.15039,14078.33008,13872.09961,14064.87012,14064.87012,1262800.0,2250.3792192
399001.SZ,2021-05-13,13907.17969,14027.54981,13866.11035,13917.65039,13917.65039,1367600.0,2226.8240624
399001.SZ,2021-05-14,13960.33008,14214.13965,13872.62988,14208.78027,14208.78027,1530900.0,2273.4048432
399001.SZ,2021-05-17,14234.7002,14538.75977,14234.7002,14456.54004,14456.54004,1463900.0,2313.0464064000003
399001.SZ,2021-05-18,14462.41016,14497.90039,14345.99023,14450.59961,14450.59961,1186900.0,2312.0959376
399001.SZ,2021-05-19,14399.75977,14544.2002,14359.01953,14484.4502,14484.4502,1243900.0,2317.512032
399001.SZ,2021-05-20,14455.61035,14582.40039,14431.79981,14535.09961,14535.09961,1438500.0,2325.6159376
399001.SZ,2021-05-21,14582.07031,14634.59961,14386.12012,14417.45996,14417.45996,1287800.0,2306.7935936
399001.SZ,2021-05-24,14436.36035,14506.61035,14295.48047,14506.61035,14506.61035,1306300.0,2321.0576560000004
399001.SZ,2021-05-25,14533.9502,14862.19043,14509.78027,14846.4502,14846.4502,1531600.0,2375.432032
399001.SZ,2021-05-26,14850.28027,14860.63965,14762.2002,14793.67969,14793.67969,1546400.0,2366.9887504000003
399001.SZ,2021-05-27,14796.04981,14955.29981,14720.66992,14897.19043,14897.19043,1502100.0,2383.5504688
399001.SZ,2021-05-28,14899.33008,14977.25,14778.82031,14852.87988,14852.87988,1651600.0,2376.4607808
399001.SZ,2021-05-31,14874.88965,14996.37988,14836.15039,14996.37988,14996.37988,1460400.0,2399.4207808
399001.SZ,2021-06-01,14963.9502,15039.01953,14820.74023,15034.78027,15034.78027,1515600.0,2405.5648432
399001.SZ,2021-06-02,15044.94043,15051.20996,14793.74023,14857.91016,14857.91016,1470800.0,2377.2656256
GSPTSE,2021-04-19,19341.19922,19364.59961,19180.0,19204.40039,19204.40039,19288620000.0,15939.652323699998
GSPTSE,2021-04-20,19106.69922,19119.69922,18967.09961,19040.80078,19040.80078,19804310000.0,15803.8646474
GSPTSE,2021-04-21,19022.90039,19152.80078,19022.90039,19143.30078,19143.30078,16859050000.0,15888.9396474
GSPTSE,2021-04-22,19148.40039,19148.40039,18988.69922,19031.59961,19031.59961,17167730000.0,15796.2276763
GSPTSE,2021-04-23,19056.0,19126.09961,19033.5,19102.30078,19102.30078,17063460000.0,15854.9096474
GSPTSE,2021-04-26,19109.90039,19186.80078,19104.90039,19170.59961,19170.59961,19157010000.0,15911.5976763
GSPTSE,2021-04-27,19205.5,19241.59961,19123.40039,19175.09961,19175.09961,18447670000.0,15915.3326763
GSPTSE,2021-04-28,19235.90039,19403.5,19217.59961,19357.0,19357.0,19169260000.0,16066.31
GSPTSE,2021-04-29,19413.5,19439.80078,19221.69922,19255.90039,19255.90039,19864100000.0,15982.3973237
GSPTSE,2021-04-30,19196.5,19227.40039,19085.0,19108.30078,19108.30078,19916240000.0,15859.8896474
GSPTSE,2021-05-03,19193.59961,19276.09961,19193.59961,19213.19922,19213.19922,18582080000.0,15946.955352599998
GSPTSE,2021-05-04,19207.19922,19231.19922,19052.40039,19188.0,19188.0,22774850000.0,15926.04
GSPTSE,2021-05-05,19259.09961,19340.30078,19219.09961,19310.69922,19310.69922,24633120000.0,16027.880352599996
GSPTSE,2021-05-06,19313.30078,19320.30078,19181.90039,19291.0,19291.0,24441780000.0,16011.53
GSPTSE,2021-05-07,19330.80078,19491.5,19317.30078,19472.69922,19472.69922,24944460000.0,16162.340352599998
GSPTSE,2021-05-10,19503.59961,19543.90039,19361.90039,19361.90039,19361.90039,27298850000.0,16070.3773237
GSPTSE,2021-05-11,19185.5,19295.59961,19090.30078,19274.0,19274.0,26860130000.0,15997.42
GSPTSE,2021-05-12,19216.30078,19259.0,19067.69922,19107.80078,19107.80078,24614200000.0,15859.4746474
GSPTSE,2021-05-13,19100.80078,19210.0,19064.0,19135.80078,19135.80078,23906360000.0,15882.7146474
GSPTSE,2021-05-14,19206.19922,19393.30078,19202.69922,19366.69922,19366.69922,22570140000.0,16074.3603526
GSPTSE,2021-05-17,19341.90039,19475.5,19320.09961,19474.69922,19474.69922,24678270000.0,16164.000352599998
GSPTSE,2021-05-18,19477.09961,19556.90039,19414.09961,19507.09961,19507.09961,20365530000.0,16190.8926763
GSPTSE,2021-05-19,19348.19922,19440.5,19224.19922,19417.0,19417.0,27184490000.0,16116.11
GSPTSE,2021-05-20,19444.69922,19582.40039,19420.59961,19543.0,19543.0,21029110000.0,16220.69
GSPTSE,2021-05-21,19614.80078,19614.80078,19507.80078,19527.30078,19527.30078,17195750000.0,16207.6596474
GSPTSE,2021-05-25,19621.30078,19679.90039,19553.80078,19564.09961,19564.09961,23215580000.0,16238.2026763
GSPTSE,2021-05-26,19654.19922,19763.69922,19634.59961,19745.5,19745.5,22818630000.0,16388.765
GSPTSE,2021-05-27,19768.09961,19835.30078,19752.5,19774.40039,19774.40039,46507910000.0,16412.7523237
GSPTSE,2021-05-28,19876.5,19904.80078,19841.0,19852.19922,19852.19922,22700180000.0,16477.325352599997
GSPTSE,2021-05-31,19905.80078,19909.59961,19705.80078,19731.0,19731.0,10225700000.0,16376.73
NSEI,2021-03-16,14996.09961,15051.59961,14890.65039,14910.4502,14910.4502,100.0,149.104502
NSEI,2021-03-17,14946.54981,14956.54981,14696.04981,14721.29981,14721.29981,100.0,147.21299810000002
NSEI,2021-03-18,14855.5,14875.2002,14478.59961,14557.84961,14557.84961,542200.0,145.5784961
NSEI,2021-03-19,14471.15039,14788.25,14350.09961,14744.0,14744.0,919200.0,147.44
NSEI,2021-03-22,14736.29981,14763.90039,14597.84961,14736.40039,14736.40039,459000.0,147.3640039
NSEI,2021-03-23,14768.54981,14878.59961,14707.0,14814.75,14814.75,474200.0,148.1475
NSEI,2021-03-24,14712.4502,14752.34961,14535.0,14549.40039,14549.40039,456400.0,145.49400390000002
NSEI,2021-03-25,14570.90039,14575.59961,14264.40039,14324.90039,14324.90039,606800.0,143.24900390000002
NSEI,2021-03-26,14506.29981,14572.90039,14414.25,14507.29981,14507.29981,481000.0,145.0729981
NSEI,2021-03-30,14628.5,14876.29981,14617.59961,14845.09961,14845.09961,594500.0,148.4509961
NSEI,2021-03-31,14811.84961,14813.75,14670.25,14690.7002,14690.7002,463900.0,146.907002
NSEI,2021-04-01,14798.40039,14883.2002,14692.4502,14867.34961,14867.34961,445000.0,148.6734961
NSEI,2021-04-05,14837.7002,14849.84961,14459.5,14637.79981,14637.79981,509700.0,146.3779981
NSEI,2021-04-06,14737.0,14779.09961,14573.90039,14683.5,14683.5,475300.0,146.835
NSEI,2021-04-07,14716.4502,14879.79981,14649.84961,14819.04981,14819.04981,0.0,148.1904981
NSEI,2021-04-08,14875.65039,14984.15039,14821.09961,14873.79981,14873.79981,514800.0,148.7379981
NSEI,2021-04-09,14882.65039,14918.4502,14785.65039,14834.84961,14834.84961,504100.0,148.3484961
NSEI,2021-04-12,14644.65039,14652.5,14248.7002,14310.79981,14310.79981,650200.0,143.1079981
NSEI,2021-04-13,14364.90039,14528.90039,14274.90039,14504.79981,14504.79981,605100.0,145.0479981
NSEI,2021-04-15,14522.40039,14597.54981,14353.2002,14581.4502,14581.4502,568000.0,145.814502
NSEI,2021-04-16,14599.59961,14697.7002,14559.0,14617.84961,14617.84961,577200.0,146.1784961
NSEI,2021-04-19,14306.59961,14382.29981,14191.40039,14359.4502,14359.4502,512300.0,143.594502
NSEI,2021-04-20,14526.7002,14526.9502,14207.29981,14296.40039,14296.40039,467400.0,142.96400390000002
NSEI,2021-04-22,14219.15039,14424.75,14151.40039,14406.15039,14406.15039,524600.0,144.06150390000002
NSEI,2021-04-23,14326.34961,14461.15039,14273.29981,14341.34961,14341.34961,498100.0,143.4134961
NSEI,2021-04-26,14449.4502,14557.5,14421.29981,14485.0,14485.0,452700.0,144.85
NSEI,2021-04-27,14493.79981,14667.54981,14484.84961,14653.04981,14653.04981,451800.0,146.53049810000002
NSEI,2021-04-28,14710.5,14890.25,14694.9502,14864.54981,14864.54981,457000.0,148.6454981
NSEI,2021-04-29,14979.0,15044.34961,14814.4502,14894.90039,14894.90039,517500.0,148.9490039
NSEI,2021-04-30,14747.34961,14855.4502,14601.7002,14631.09961,14631.09961,613900.0,146.31099609999998
NSEI,2021-05-03,14481.04981,14673.84961,14416.25,14634.15039,14634.15039,448900.0,146.34150390000002
NSEI,2021-05-04,14687.25,14723.40039,14461.5,14496.5,14496.5,503400.0,144.965
NSEI,2021-05-05,14604.15039,14637.90039,14506.59961,14617.84961,14617.84961,455900.0,146.1784961
NSEI,2021-05-06,14668.34961,14743.90039,14611.5,14724.79981,14724.79981,467800.0,147.24799810000002
NSEI,2021-05-07,14816.84961,14863.04981,14765.5,14823.15039,14823.15039,488000.0,148.2315039
NSEI,2021-05-10,14928.25,14966.90039,14892.5,14942.34961,14942.34961,522000.0,149.4234961
NSEI,2021-05-11,14789.7002,14900.0,14771.40039,14850.75,14850.75,647400.0,148.5075
NSEI,2021-05-12,14823.54981,14824.04981,14649.7002,14696.5,14696.5,643800.0,146.965
NSEI,2021-05-14,14749.40039,14749.65039,14591.90039,14677.79981,14677.79981,620700.0,146.77799810000002
NSEI,2021-05-17,14756.25,14938.0,14725.34961,14923.15039,14923.15039,546400.0,149.2315039
NSEI,2021-05-18,15067.2002,15137.25,15043.7002,15108.09961,15108.09961,583900.0,151.0809961
NSEI,2021-05-19,15058.59961,15133.40039,15008.84961,15030.15039,15030.15039,569100.0,150.3015039
NSEI,2021-05-20,15042.59961,15069.79981,14884.90039,14906.04981,14906.04981,480300.0,149.06049810000002
NSEI,2021-05-21,14987.79981,15190.0,14985.84961,15175.29981,15175.29981,572900.0,151.7529981
NSEI,2021-05-24,15211.34961,15256.25,15145.4502,15197.7002,15197.7002,579800.0,151.977002
NSEI,2021-05-25,15291.75,15293.84961,15163.40039,15208.4502,15208.4502,441500.0,152.084502
NSEI,2021-05-26,15257.04981,15319.90039,15194.9502,15301.4502,15301.4502,384000.0,153.014502
NSEI,2021-05-27,15323.9502,15384.54981,15272.5,15337.84961,15337.84961,0.0,153.3784961
NSEI,2021-05-28,15421.2002,15469.65039,15394.75,15435.65039,15435.65039,468100.0,154.3565039
NSEI,2021-05-31,15437.75,15606.34961,15374.0,15582.79981,15582.79981,436000.0,155.8279981
GDAXI,2021-03-18,14673.71973,14804.00977,14669.9502,14775.51953,14775.51953,104691200.0,18026.1338266
GDAXI,2021-03-19,14697.25977,14747.55957,14563.20996,14621.0,14621.0,207441200.0,17837.62
GDAXI,2021-03-22,14551.16992,14677.12012,14539.26953,14657.20996,14657.20996,66130200.0,17881.7961512
GDAXI,2021-03-23,14582.07031,14707.37012,14516.21973,14662.01953,14662.01953,73296400.0,17887.6638266
GDAXI,2021-03-24,14543.58008,14619.04004,14523.12012,14610.38965,14610.38965,65084000.0,17824.675373
GDAXI,2021-03-25,14550.40039,14621.36035,14422.65039,14621.36035,14621.36035,80104500.0,17838.059627000002
GDAXI,2021-03-26,14714.58984,14776.32031,14693.94043,14748.94043,14748.94043,67169800.0,17993.7073246
GDAXI,2021-03-29,14809.79981,14845.41992,14756.04004,14817.71973,14817.71973,71106000.0,18077.6180706
GDAXI,2021-03-30,14897.66016,15029.7002,14890.28027,15008.61035,15008.61035,71173400.0,18310.504627
GDAXI,2021-03-31,14982.12012,15026.49023,14973.58984,15008.33984,15008.33984,76061700.0,18310.1746048
GDAXI,2021-04-01,15053.76953,15110.91992,15032.51953,15107.16992,15107.16992,67886600.0,18430.7473024
GDAXI,2021-04-06,15289.96973,15311.86035,15209.90039,15212.67969,15212.67969,79478900.0,18559.4692218
GDAXI,2021-04-07,15221.23047,15242.73047,15160.28027,15176.36035,15176.36035,59116700.0,18515.159627
GDAXI,2021-04-08,15236.44043,15247.78027,15144.11035,15202.67969,15202.67969,68862100.0,18547.2692218
GDAXI,2021-04-09,15198.13965,15243.55957,15157.20996,15234.16016,15234.16016,56870100.0,18585.6753952
GDAXI,2021-04-12,15238.84961,15275.33008,15212.24023,15215.0,15215.0,53646400.0,18562.3
GDAXI,2021-04-13,15244.62012,15281.65039,15184.9502,15234.36035,15234.36035,62443500.0,18585.919627
GDAXI,2021-04-14,15253.58984,15255.91992,15191.50977,15209.15039,15209.15039,66666600.0,18555.1634758
GDAXI,2021-04-15,15238.62988,15271.69043,15227.62988,15255.33008,15255.33008,61834300.0,18611.5026976
GDAXI,2021-04-16,15277.84961,15473.83008,15274.21973,15459.75,15459.75,82758000.0,18860.895
GDAXI,2021-04-19,15496.87012,15501.83984,15368.13965,15368.38965,15368.38965,61839400.0,18749.435373
GDAXI,2021-04-20,15361.15039,15393.12988,15109.54004,15129.50977,15129.50977,76224500.0,18458.0019194
GDAXI,2021-04-21,15179.91016,15210.69043,15071.78027,15195.96973,15195.96973,67077500.0,18539.0830706
GDAXI,2021-04-22,15252.04004,15328.33008,15230.2002,15320.51953,15320.51953,59628300.0,18691.0338266
GDAXI,2021-04-23,15267.75977,15309.08984,15149.34961,15279.62012,15279.62012,57798000.0,18641.1365464
GDAXI,2021-04-26,15297.92969,15325.88965,15237.01953,15296.33984,15296.33984,49117600.0,18661.5346048
GDAXI,2021-04-27,15282.83984,15293.88965,15186.75977,15249.26953,15249.26953,54513000.0,18604.1088266
GDAXI,2021-04-28,15320.40039,15355.28027,15266.61035,15292.17969,15292.17969,79607600.0,18656.4592218
GDAXI,2021-04-29,15326.23047,15329.71973,15085.01953,15154.2002,15154.2002,80110800.0,18488.124244
GDAXI,2021-04-30,15204.38965,15244.25977,15135.91016,15135.91016,15135.91016,75194700.0,18465.8103952
GDAXI,2021-05-03,15191.79004,15268.55957,15111.29981,15236.46973,15236.46973,48822800.0,18588.4930706
GDAXI,2021-05-04,15259.5,15260.75,14845.26953,14856.48047,14856.48047,89422100.0,18124.9061734
GDAXI,2021-05-05,14969.62988,15170.78027,14963.76953,15170.78027,15170.78027,81587200.0,18508.3519294
GDAXI,2021-05-06,15170.76953,15281.40039,15092.76953,15196.74023,15196.74023,77036200.0,18540.0230806
GDAXI,2021-05-07,15348.32031,15406.41016,15290.2002,15399.65039,15399.65039,74562700.0,18787.5734758
GDAXI,2021-05-10,15417.53027,15419.42969,15347.95996,15400.41016,15400.41016,65162200.0,18788.5003952
GDAXI,2021-05-11,15253.32031,15255.88965,15006.73047,15119.75,15119.75,80129000.0,18446.095
GDAXI,2021-05-12,15144.04004,15226.36035,15058.11035,15150.21973,15150.21973,79302600.0,18483.2680706
GDAXI,2021-05-13,14967.79981,15235.88965,14816.34961,15199.67969,15199.67969,64374900.0,18543.6092218
GDAXI,2021-05-14,15301.74023,15417.24023,15214.67969,15416.63965,15416.63965,69232200.0,18808.300373
GDAXI,2021-05-17,15432.33984,15482.23047,15353.66016,15396.62012,15396.62012,67787000.0,18783.8765464
GDAXI,2021-05-18,15514.71973,15538.00977,15344.09961,15386.58008,15386.58008,65843300.0,18771.6276976
GDAXI,2021-05-19,15238.82031,15266.53027,14961.26953,15113.55957,15113.55957,75858000.0,18438.5426754
GDAXI,2021-05-20,15207.32031,15370.25977,15102.34961,15370.25977,15370.25977,65602300.0,18751.7169194
GDAXI,2021-05-21,15411.03027,15467.19043,15364.42969,15437.50977,15437.50977,70065600.0,18833.7619194
GDAXI,2021-05-25,15548.29004,15568.59961,15465.08984,15465.08984,15465.08984,92981200.0,18867.4096048
GDAXI,2021-05-26,15520.44043,15541.86035,15407.48047,15450.71973,15450.71973,58668800.0,18849.8780706
GDAXI,2021-05-27,15419.2002,15490.05957,15350.66992,15406.73047,15406.73047,119417800.0,18796.2111734
GDAXI,2021-05-28,15443.13965,15548.71973,15435.74023,15519.98047,15519.98047,56862000.0,18934.3761734
GDAXI,2021-05-31,15496.48047,15499.63965,15414.37988,15421.12988,15421.12988,36495900.0,18813.7784536
SSMI,2021-03-11,10894.83984,10917.74023,10859.5,10883.23047,10883.23047,51944900.0,12080.385821700002
SSMI,2021-03-12,10850.38965,10872.20996,10830.28027,10839.92969,10839.92969,49626500.0,12032.321955900004
SSMI,2021-03-15,10858.5,10905.19043,10842.83008,10867.33008,10867.33008,45830100.0,12062.7363888
SSMI,2021-03-16,10925.04981,10968.54004,10916.0,10944.48047,10944.48047,485900.0,12148.3733217
SSMI,2021-03-17,10934.46973,10947.38965,10881.5,10922.49023,10922.49023,508800.0,12123.9641553
SSMI,2021-03-18,10912.75,10983.23047,10896.41016,10973.75977,10973.75977,68762600.0,12180.8733447
SSMI,2021-03-19,10915.46973,10975.90039,10891.66992,10967.37012,10967.37012,143857700.0,12173.7808332
SSMI,2021-03-22,10931.55957,11048.58008,10928.33984,11048.58008,11048.58008,51626500.0,12263.9238888
SSMI,2021-03-23,11030.88965,11118.33008,11016.20996,11098.66016,11098.66016,48422000.0,12319.5127776
SSMI,2021-03-24,11048.58984,11106.94043,11033.37012,11063.87012,11063.87012,43812200.0,12280.8958332
SSMI,2021-03-25,11026.65039,11102.78027,11017.32031,11098.80957,11098.80957,52085500.0,12319.6786227
SSMI,2021-03-26,11113.90039,11143.86035,11091.62988,11116.80957,11116.80957,46264000.0,12339.6586227
SSMI,2021-03-29,11127.74023,11132.0,11058.69043,11089.59961,11089.59961,117373800.0,12309.4555671
SSMI,2021-03-30,11110.63965,11138.11035,11079.87988,11121.41992,11121.41992,79382900.0,12344.7761112
SSMI,2021-03-31,11114.88965,11123.25977,11047.01953,11047.37012,11047.37012,76397500.0,12262.580833200002
SSMI,2021-04-01,11102.29004,11141.2002,11080.55957,11118.03027,11118.03027,53530400.0,12341.0135997
SSMI,2021-04-06,11170.59961,11213.79004,11142.66992,11182.9502,11182.9502,80579800.0,12413.074722
SSMI,2021-04-07,11147.37012,11163.33984,11108.33008,11128.17969,11128.17969,53400300.0,12352.2794559
SSMI,2021-04-08,11129.13965,11206.87988,11128.66992,11206.87988,11206.87988,45600000.0,12439.6366668
SSMI,2021-04-09,11206.84961,11247.00977,11190.7002,11238.51953,11238.51953,59491200.0,12474.7566783
SSMI,2021-04-12,11220.76953,11238.37988,11166.32031,11181.34961,11181.34961,43543800.0,12411.2980671
SSMI,2021-04-13,11174.08008,11180.95996,11094.83984,11122.37012,11122.37012,49992700.0,12345.830833200002
SSMI,2021-04-14,11135.69043,11182.33008,11121.87012,11156.20996,11156.20996,54605000.0,12383.3930556
SSMI,2021-04-15,11160.90039,11226.25,11156.55957,11198.7002,11198.7002,51925500.0,12430.557222
SSMI,2021-04-16,11198.58008,11262.96973,11169.00977,11262.96973,11262.96973,60213200.0,12501.896400300002
SSMI,2021-04-19,11245.00977,11266.78027,11183.55957,11209.83984,11209.83984,47832700.0,12442.922222400002
SSMI,2021-04-20,11203.08008,11216.34961,11065.87012,11078.98047,11078.98047,53953700.0,12297.6683217
SSMI,2021-04-21,11119.44043,11229.15039,11117.62012,11209.08984,11209.08984,57623700.0,12442.089722400002
SSMI,2021-04-22,11214.23047,11254.91016,11197.54004,11224.90039,11224.90039,99097900.0,12459.6394329
SSMI,2021-04-23,11211.91016,11217.88965,11130.30957,11200.54004,11200.54004,60883900.0,12432.5994444
SSMI,2021-04-26,11194.40039,11201.79981,11131.19043,11162.08984,11162.08984,54299300.0,12389.919722400002
SSMI,2021-04-27,11147.58008,11178.41992,11068.23047,11092.08008,11092.08008,61400400.0,12312.208888800002
SSMI,2021-04-28,11106.82031,11126.69043,11070.71973,11103.45996,11103.45996,50802200.0,12324.840555600002
SSMI,2021-04-29,11137.17969,11162.2002,11064.28027,11079.50977,11079.50977,49377400.0,12298.2558447
SSMI,2021-04-30,11103.99023,11123.34961,11022.33984,11022.33984,11022.33984,48384300.0,12234.797222400002
SSMI,2021-05-03,11072.54004,11148.05957,11056.70996,11119.0,11119.0,34465500.0,12342.090000000002
SSMI,2021-05-04,11123.44043,11144.83008,10959.78027,10970.92969,10970.92969,49994300.0,12177.731955900004
SSMI,2021-05-06,11129.84961,11139.62988,11062.69043,11111.09961,11111.09961,49963800.0,12333.3205671
SSMI,2021-05-07,11140.83008,11173.57031,11106.41992,11173.57031,11173.57031,47442300.0,12402.6630441
SSMI,2021-05-10,11157.75977,11159.08008,11086.98047,11123.66992,11123.66992,40932200.0,12347.273611200002
SSMI,2021-05-12,11014.33008,11069.24023,10981.79981,11033.90039,11033.90039,47616100.0,12247.6294329
SSMI,2021-05-14,11101.48047,11129.87012,11066.59961,11120.76953,11120.76953,41027200.0,12344.0541783
SSMI,2021-05-17,11133.29981,11163.99023,11084.51953,11135.37012,11135.37012,39926000.0,12360.2608332
SSMI,2021-05-18,11178.46973,11205.69043,11116.29981,11141.75,11141.75,36718300.0,12367.3425
SSMI,2021-05-19,11060.74023,11099.54004,10993.71973,11045.2002,11045.2002,46757000.0,12260.172222
SSMI,2021-05-20,11091.32031,11152.08008,11054.41992,11152.08008,11152.08008,42271500.0,12378.8088888
SSMI,2021-05-21,11205.80957,11239.2002,11138.90039,11225.58008,11225.58008,43988800.0,12460.3938888
SSMI,2021-05-26,11325.41992,11382.32031,11310.41992,11348.74023,11348.74023,40702000.0,12597.1016553
SSMI,2021-05-27,11341.19043,11408.61035,11321.11035,11340.26953,11340.26953,77076000.0,12587.6991783
SSMI,2021-05-28,11345.40039,11443.96973,11326.75,11426.15039,11426.15039,40919400.0,12683.026932900002
TWII,2021-03-17,16312.98047,16349.20996,16166.34961,16215.82031,16215.82031,4911400.0,648.6328124
TWII,2021-03-18,16264.61035,16410.01953,16264.61035,16287.83984,16287.83984,5694800.0,651.5135936
TWII,2021-03-19,16186.45996,16186.45996,16022.16992,16070.24023,16070.24023,6753400.0,642.8096092
TWII,2021-03-22,16065.5,16235.62988,15983.76953,16189.21973,16189.21973,7093200.0,647.5687892000001
TWII,2021-03-23,16250.2002,16351.37988,16166.29004,16177.58984,16177.58984,7291400.0,647.1035936000001
TWII,2021-03-24,15994.95996,16125.54004,15967.9502,16032.12012,16032.12012,5549900.0,641.2848048
TWII,2021-03-25,16010.54004,16146.58008,15944.95996,16060.13965,16060.13965,5947800.0,642.405586
TWII,2021-03-26,16140.37012,16325.62012,16140.37012,16305.87988,16305.87988,5404200.0,652.2351952
TWII,2021-03-29,16411.66992,16520.89063,16411.66992,16475.9707,16475.9707,6897800.0,659.0388280000001
TWII,2021-03-30,16490.31055,16556.18945,16438.40039,16554.90039,16554.90039,5851100.0,662.1960156
TWII,2021-03-31,16529.23047,16550.19922,16427.19922,16431.13086,16431.13086,5865500.0,657.2452344000001
TWII,2021-04-01,16538.2793,16602.4707,16496.16016,16571.2793,16571.2793,5687600.0,662.8511719999999
TWII,2021-04-07,16771.34961,16816.33984,16715.32031,16815.35938,16815.35938,6682200.0,672.6143752
TWII,2021-04-08,16786.56055,16926.7207,16735.7793,16926.43945,16926.43945,7382600.0,677.057578
TWII,2021-04-09,16974.2793,17016.13086,16815.58984,16854.09961,16854.09961,8624700.0,674.1639844
TWII,2021-04-12,16908.55078,16979.34961,16793.53906,16859.69922,16859.69922,9009000.0,674.3879688
TWII,2021-04-13,16872.40039,17041.36914,16802.2207,16824.91016,16824.91016,10350300.0,672.9964064
TWII,2021-04-14,16869.7793,16935.39063,16559.57031,16865.9707,16865.9707,10140000.0,674.6388280000001
TWII,2021-04-15,16851.06055,17076.73047,16851.06055,17076.73047,17076.73047,7006700.0,683.0692187999999
TWII,2021-04-16,17028.34961,17158.81055,16998.91016,17158.81055,17158.81055,7912900.0,686.3524219999999
